chrom	position	strand	name	group_id	score	score_extended	FDR
chr21	36141807	+	CBR3	ENSG00000159231.6	1	1	1
chr21	36177125	-	not_annotated	not_annotated	1	not_calculated	1
chr21	36207514	-	not_annotated	not_annotated	1	not_calculated	1
chr21	36249248	+	DOP1B	ENSG00000142197.12	1	1	1
chr21	36285460	+	DOP1B	ENSG00000142197.12	1	1	1
chr21	36415233	-	not_annotated	not_annotated	1	not_calculated	1
chr21	36477516	-	CLDN14	ENSG00000159261.12	1	1	1
chr21	36494926	-	CLDN14	ENSG00000159261.12	1	1	1
chr21	36556363	-	CLDN14	ENSG00000159261.12	1	1	1
chr21	36582519	-	not_annotated	not_annotated	1	not_calculated	1
chr21	36795444	-	HLCS	ENSG00000159267.15	1	1	1
chr21	36825165	-	HLCS	ENSG00000159267.15	1	1	1
chr21	36870662	-	HLCS	ENSG00000159267.15	1	1	1
chr21	37270472	+	not_annotated	not_annotated	1	not_calculated	1
chr21	37359423	-	AP001437.2	ENSG00000287637.1	1	1	1
chr21	37388494	+	DYRK1A	ENSG00000157540.22	1	1	1
chr21	37438892	+	DYRK1A	ENSG00000157540.22	1	1	1
chr21	37487753	-	not_annotated	not_annotated	1	not_calculated	1
chr21	37599259	+	AP001407.1	ENSG00000286717.1	1	1	1
chr21	37703692	+	not_annotated	not_annotated	1	not_calculated	1
chr21	37770752	+	not_annotated	not_annotated	1	not_calculated	1
chr21	37861650	+	not_annotated	not_annotated	1	not_calculated	1
chr21	37879353	+	not_annotated	not_annotated	1	not_calculated	1
chr21	37898383	-	KCNJ6	ENSG00000157542.11	1	1	1
chr21	37960842	-	DSCR4	ENSG00000184029.9	1	1	1
chr21	37960842	-	KCNJ6	ENSG00000157542.11	1	1	1
chr21	37990374	+	not_annotated	not_annotated	1	not_calculated	1
chr21	37992031	+	not_annotated	not_annotated	1	not_calculated	1
chr21	37997876	+	not_annotated	not_annotated	1	not_calculated	1
chr21	38085746	-	DSCR4	ENSG00000184029.9	1	1	1
chr21	38085746	-	KCNJ6	ENSG00000157542.11	1	1	1
chr21	38088215	-	DSCR4	ENSG00000184029.9	1	1	1
chr21	38088215	-	KCNJ6	ENSG00000157542.11	1	1	1
chr21	38106162	-	DSCR4	ENSG00000184029.9	1	1	1
chr21	38106162	-	KCNJ6	ENSG00000157542.11	1	1	1
chr21	38165756	-	not_annotated	not_annotated	1	not_calculated	1
chr21	38214973	+	KCNJ15	ENSG00000157551.19	1	1	1
chr21	38224139	-	not_annotated	not_annotated	1	not_calculated	1
chr21	38258739	-	not_annotated	not_annotated	1	not_calculated	1
chr21	38314083	+	not_annotated	not_annotated	1	not_calculated	1
chr21	38328784	+	not_annotated	not_annotated	1	not_calculated	1
chr21	38334207	+	not_annotated	not_annotated	1	not_calculated	1
chr21	38334258	-	not_annotated	not_annotated	1	not_calculated	1
chr21	38371715	+	not_annotated	not_annotated	1	not_calculated	1
chr21	38383316	-	ERG	ENSG00000157554.19	1	1	1
chr21	38400245	-	ERG	ENSG00000157554.19	1	1	1
chr21	38402342	+	not_annotated	not_annotated	1	not_calculated	1
chr21	38404997	+	not_annotated	not_annotated	1	not_calculated	1
chr21	38424453	-	ERG	ENSG00000157554.19	1	1	1
chr21	38453762	+	not_annotated	not_annotated	1	not_calculated	1
chr21	38457232	+	not_annotated	not_annotated	1	not_calculated	1
chr21	38483482	-	ERG	ENSG00000157554.19	1	1	1
chr21	38484564	+	not_annotated	not_annotated	1	not_calculated	1
chr21	38594479	-	ERG	ENSG00000157554.19	1	1	1
chr21	38675445	-	not_annotated	not_annotated	1	not_calculated	1
chr21	38841012	+	not_annotated	not_annotated	2	not_calculated	1
chr21	38898805	-	AP001042.1	ENSG00000205622.11	1	1	1
chr21	38902640	-	AP001042.1	ENSG00000205622.11	1	1	1
chr21	38961284	+	not_annotated	not_annotated	1	not_calculated	1
chr21	39027359	+	not_annotated	not_annotated	1	not_calculated	1
chr21	39108103	-	not_annotated	not_annotated	1	not_calculated	1
chr21	39120828	+	not_annotated	not_annotated	1	not_calculated	1
chr21	39181498	+	not_annotated	not_annotated	1	not_calculated	1
chr21	39338886	+	not_annotated	not_annotated	1	not_calculated	1
chr21	39459397	+	GET1-SH3BGR	ENSG00000285815.1	1	1	1
chr21	39459397	+	SH3BGR	ENSG00000185437.13	1	1	1
chr21	39491445	+	GET1-SH3BGR	ENSG00000285815.1	1	1	1
chr21	39491445	+	SH3BGR	ENSG00000185437.13	1	1	1
chr21	39572705	+	B3GALT5	ENSG00000183778.17	1	1	1
chr21	39582852	-	not_annotated	not_annotated	1	not_calculated	1
chr21	39781196	-	not_annotated	not_annotated	1	not_calculated	1
chr21	39959359	-	not_annotated	not_annotated	1	not_calculated	1
chr21	39984225	+	not_annotated	not_annotated	1	not_calculated	1
chr21	40133513	-	DSCAM	ENSG00000171587.15	1	1	1
chr21	40159994	-	DSCAM	ENSG00000171587.15	1	1	1
chr21	40228318	-	DSCAM	ENSG00000171587.15	1	1	1
chr21	40350064	-	DSCAM	ENSG00000171587.15	1	1	1
chr21	40395026	-	DSCAM	ENSG00000171587.15	1	1	1
chr21	40450935	-	DSCAM	ENSG00000171587.15	1	1	1
chr21	40555297	-	DSCAM	ENSG00000171587.15	1	1	1
chr21	40625892	-	DSCAM	ENSG00000171587.15	1	1	1
chr21	40625892	-	DSCAM-IT1	ENSG00000233756.5	1	1	1
chr21	40726064	-	DSCAM	ENSG00000171587.15	1	1	1
chr21	40743527	-	DSCAM	ENSG00000171587.15	1	1	1
chr21	40743978	+	AF064866.1	ENSG00000288069.1	1	1	1
chr21	40770602	-	DSCAM	ENSG00000171587.15	1	1	1
chr21	40857049	+	not_annotated	not_annotated	1	not_calculated	1
chr21	40991797	-	not_annotated	not_annotated	1	not_calculated	1
chr21	41030545	+	not_annotated	not_annotated	1	not_calculated	1
chr21	41157264	-	not_annotated	not_annotated	1	not_calculated	1
chr21	41396077	-	not_annotated	not_annotated	1	not_calculated	1
chr21	41397513	-	not_annotated	not_annotated	1	not_calculated	1
chr21	41398837	+	MX2	ENSG00000183486.13	1	1	1
chr21	41407069	-	not_annotated	not_annotated	1	not_calculated	1
chr21	41408389	+	MX2	ENSG00000183486.13	1	1	1
chr21	41444853	-	AP001610.2	ENSG00000228318.3	1	1	1
chr21	41484563	+	not_annotated	not_annotated	1	not_calculated	1
chr21	41547275	-	not_annotated	not_annotated	1	not_calculated	1
chr21	41677649	-	not_annotated	not_annotated	1	not_calculated	1
chr21	41865192	-	PRDM15	ENSG00000141956.14	1	1	1
chr21	41952020	+	not_annotated	not_annotated	1	not_calculated	1
chr21	41953415	+	not_annotated	not_annotated	1	not_calculated	1
chr21	41961421	+	not_annotated	not_annotated	1	not_calculated	1
chr21	41972473	-	not_annotated	not_annotated	1	not_calculated	1
chr21	42150888	-	not_annotated	not_annotated	1	not_calculated	1
chr21	42284889	+	ABCG1	ENSG00000160179.19	1	1	1
chr21	42286047	+	ABCG1	ENSG00000160179.19	1	1	1
chr21	42318650	+	not_annotated	not_annotated	1	not_calculated	1
chr21	42406514	-	not_annotated	not_annotated	1	not_calculated	1
chr21	42413165	-	not_annotated	not_annotated	1	not_calculated	1
chr21	42492600	+	not_annotated	not_annotated	1	not_calculated	1
chr21	42602284	+	not_annotated	not_annotated	1	not_calculated	1
chr21	42679250	-	not_annotated	not_annotated	1	not_calculated	1
chr21	42785296	-	not_annotated	not_annotated	1	not_calculated	1
chr21	42823624	+	not_annotated	not_annotated	1	not_calculated	1
chr21	42828675	+	not_annotated	not_annotated	1	not_calculated	1
chr21	42839327	-	not_annotated	not_annotated	1	not_calculated	1
chr21	42855783	+	not_annotated	not_annotated	1	not_calculated	1
chr21	42943577	-	not_annotated	not_annotated	1	not_calculated	1
chr21	43275750	+	not_annotated	not_annotated	1	not_calculated	1
chr21	43350741	+	not_annotated	not_annotated	1	not_calculated	1
chr21	43714005	-	not_annotated	not_annotated	1	not_calculated	1
chr21	43723508	+	PDXK	ENSG00000160209.19	1	1	1
chr21	43764771	+	not_annotated	not_annotated	1	not_calculated	1
chr21	43787577	+	not_annotated	not_annotated	1	not_calculated	1
chr21	43798815	+	RRP1	ENSG00000160214.13	1	1	1
chr21	43837669	-	not_annotated	not_annotated	3	not_calculated	1
chr21	43837675	-	not_annotated	not_annotated	3	not_calculated	1
chr21	43837676	-	not_annotated	not_annotated	2	not_calculated	1
chr21	43837678	-	not_annotated	not_annotated	4	not_calculated	1
chr21	43928543	-	not_annotated	not_annotated	1	not_calculated	1
chr21	44051203	-	not_annotated	not_annotated	1	not_calculated	1
chr21	44193381	-	AP001056.2	ENSG00000285413.1	1	1	1
chr21	44215406	-	not_annotated	not_annotated	1	not_calculated	1
chr21	44223406	+	not_annotated	not_annotated	1	not_calculated	1
chr21	44258783	+	not_annotated	not_annotated	1	not_calculated	1
chr21	44328309	+	not_annotated	not_annotated	1	not_calculated	1
chr21	44334244	-	CFAP410	ENSG00000160226.16	1	1	1
chr21	44337933	-	CFAP410	ENSG00000160226.16	1	1	1
chr21	44354315	+	TRPM2	ENSG00000142185.16	1	1	1
chr21	44365466	-	not_annotated	not_annotated	1	not_calculated	1
chr21	44397629	-	not_annotated	not_annotated	1	not_calculated	1
chr21	44468311	-	not_annotated	not_annotated	1	not_calculated	1
chr21	44488656	-	not_annotated	not_annotated	1	not_calculated	1
chr21	44499034	-	TSPEAR	ENSG00000175894.18	1	1	1
chr21	44513247	-	TSPEAR	ENSG00000175894.18	1	1	1
chr21	44593841	-	TSPEAR	ENSG00000175894.18	1	1	1
chr21	44593863	-	TSPEAR	ENSG00000175894.18	1	1	1
chr21	44622919	+	KRTAP10-4	ENSG00000215454.6	1	1	1
chr21	44706568	+	not_annotated	not_annotated	1	not_calculated	1
chr21	44735085	-	not_annotated	not_annotated	1	not_calculated	1
chr21	44757390	-	not_annotated	not_annotated	1	not_calculated	1
chr21	44843279	-	not_annotated	not_annotated	1	not_calculated	1
chr21	44979906	+	not_annotated	not_annotated	1	not_calculated	1
chr21	45048393	+	not_annotated	not_annotated	1	not_calculated	1
chr21	45049384	+	not_annotated	not_annotated	1	not_calculated	1
chr21	45073492	+	not_annotated	not_annotated	1	not_calculated	1
chr21	45143386	-	not_annotated	not_annotated	1	not_calculated	1
chr21	45196194	-	not_annotated	not_annotated	1	not_calculated	1
chr21	45207637	-	not_annotated	not_annotated	1	not_calculated	1
chr21	45250855	+	LINC00334	ENSG00000182586.9	1	1	1
chr21	45333442	+	not_annotated	not_annotated	1	not_calculated	1
chr21	45333473	-	not_annotated	not_annotated	1	not_calculated	1
chr21	45339708	-	LINC00316	ENSG00000237664.1	1	1	1
chr21	45339714	-	LINC00316	ENSG00000237664.1	1	1	1
chr21	45367955	+	not_annotated	not_annotated	1	not_calculated	1
chr21	45458214	+	COL18A1	ENSG00000182871.16	1	1	1
chr21	45977873	+	not_annotated	not_annotated	1	not_calculated	1
chr21	46094317	-	AP001471.1	ENSG00000227438.1	1	1	1
chr21	46201114	+	not_annotated	not_annotated	1	not_calculated	1
chr21	46208737	-	LSS	ENSG00000160285.15	1	1	1
chr21	46245416	+	MCM3AP-AS1	ENSG00000215424.10	1	1	1
chr21	46245765	+	MCM3AP-AS1	ENSG00000215424.10	1	1	1
chr21	46312459	+	not_annotated	not_annotated	1	not_calculated	1
chr21	46345749	+	PCNT	ENSG00000160299.17	1	1	1
chr21	46624115	+	not_annotated	not_annotated	1	not_calculated	1
chr21	46658480	+	PRMT2	ENSG00000160310.18	1	1	1
chr21	46660236	+	PRMT2	ENSG00000160310.18	1	1	1
chr21	46664114	+	PRMT2	ENSG00000160310.18	1	1	1
chr21	46664120	+	PRMT2	ENSG00000160310.18	3	8	0
chr21	46664121	+	PRMT2	ENSG00000160310.18	1	8	0
chr21	46664122	+	PRMT2	ENSG00000160310.18	3	9	0
chr21	46664123	+	PRMT2	ENSG00000160310.18	1	9	0
chr21	46664125	+	PRMT2	ENSG00000160310.18	1	5	0
chr21	46664133	+	PRMT2	ENSG00000160310.18	1	5	0
chr21	46664134	+	PRMT2	ENSG00000160310.18	3	5	0
chr21	46664136	+	PRMT2	ENSG00000160310.18	1	5	0
chr21	46689268	+	not_annotated	not_annotated	1	not_calculated	1
chr21	46689617	+	not_annotated	not_annotated	1	not_calculated	1
chr21	46692146	-	not_annotated	not_annotated	1	not_calculated	1
chr21	46704773	+	not_annotated	not_annotated	1	not_calculated	1
chr21	46708685	+	not_annotated	not_annotated	1	not_calculated	1
chr21	46732294	+	not_annotated	not_annotated	1	not_calculated	1
chr21	46930599	+	not_annotated	not_annotated	1	not_calculated	1
chr21	46960136	+	not_annotated	not_annotated	1	not_calculated	1
chr21	47044243	-	not_annotated	not_annotated	1	not_calculated	1
chr21	47048598	+	not_annotated	not_annotated	1	not_calculated	1
chr21	47085190	+	not_annotated	not_annotated	1	not_calculated	1
chr21	47205613	+	not_annotated	not_annotated	1	not_calculated	1
chr21	47205961	+	not_annotated	not_annotated	1	not_calculated	1
chr21	47227002	+	not_annotated	not_annotated	1	not_calculated	1
chr21	47607025	-	not_annotated	not_annotated	1	not_calculated	1
chr21	47698063	-	not_annotated	not_annotated	1	not_calculated	1
chr21	47723088	-	not_annotated	not_annotated	1	not_calculated	1
chr21	47726138	+	not_annotated	not_annotated	1	not_calculated	1
chr21	47728385	-	not_annotated	not_annotated	1	not_calculated	1
chr21	47747326	-	not_annotated	not_annotated	1	not_calculated	1
chr21	47777627	+	not_annotated	not_annotated	1	not_calculated	1
chr21	47820442	+	not_annotated	not_annotated	1	not_calculated	1
chr21	47853142	-	not_annotated	not_annotated	1	not_calculated	1
chr21	47866883	+	not_annotated	not_annotated	1	not_calculated	1
chr21	47949530	-	not_annotated	not_annotated	1	not_calculated	1
chr21	47979016	-	not_annotated	not_annotated	1	not_calculated	1
chr21	48005593	-	not_annotated	not_annotated	1	not_calculated	1
chr21	48042343	+	not_annotated	not_annotated	1	not_calculated	1
